<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160620,000000,132.5000000,133.2400000,131.7300000,132.0100000,51
20160621,000000,130.9400000,133.0100000,130.9300000,133.0100000,36
20160622,000000,135.5300000,135.5400000,134.2500000,134.2700000,82
20160623,000000,137.6200000,137.8000000,136.0700000,137.7600000,27
20160624,000000,131.6200000,133.1200000,131.6200000,131.8700000,43
20160627,000000,129.7600000,129.7600000,125.9500000,126.0100000,113
20160628,000000,128.2500000,129.0100000,128.2500000,129.0100000,14
20160629,000000,132.0300000,133.7100000,132.0200000,133.7100000,49
20160630,000000,134.0000000,138.2600000,131.9000000,133.6800000,190
20160701,000000,133.4100000,136.0000000,133.2100000,133.8600000,43
20160704,000000,134.1100000,135.3600000,133.8100000,133.8900000,37
20160705,000000,131.0500000,132.9900000,131.0500000,132.2900000,27
20160706,000000,128.1000000,129.9900000,127.9000000,129.9900000,43
20160707,000000,132.0100000,133.2500000,132.0100000,132.0700000,41
20160708,000000,133.4300000,134.3200000,130.6500000,134.3200000,12
20160711,000000,136.7200000,137.6500000,135.3200000,137.0300000,51
20160712,000000,139.0300000,140.8900000,139.0100000,140.1000000,32
20160713,000000,137.9600000,139.4900000,137.9600000,138.9100000,47
20160714,000000,138.4300000,140.9900000,138.4300000,139.2500000,42
20160715,000000,137.7100000,140.1100000,137.3400000,137.6100000,45
20160718,000000,138.8600000,139.5500000,137.7100000,139.5500000,31
20160719,000000,139.5000000,139.5000000,138.5100000,138.5100000,20
20160720,000000,137.7500000,139.2800000,137.0100000,139.2800000,53
20160721,000000,138.6000000,138.9900000,138.1000000,138.4900000,42
20160722,000000,136.8900000,138.3900000,136.8900000,138.3900000,23
20160725,000000,136.0000000,136.1800000,135.0100000,135.5300000,21
20160726,000000,135.0000000,136.2200000,133.7100000,136.2200000,54
20160727,000000,137.3100000,137.3100000,133.3700000,136.3400000,51
20160728,000000,136.0000000,139.9000000,133.3500000,137.2600000,49
20160729,000000,138.5100000,139.2800000,138.5100000,138.7300000,37
20160801,000000,136.8100000,138.7500000,136.8100000,137.2700000,29
20160802,000000,135.4600000,142.2300000,134.6600000,134.6600000,52
20160803,000000,135.0000000,135.9000000,134.5500000,135.9000000,13
20160804,000000,135.9200000,137.2500000,135.9100000,137.2500000,39
20160805,000000,137.5300000,138.9600000,137.5300000,138.9400000,15
20160808,000000,139.8600000,139.9200000,138.1100000,139.5500000,48
20160809,000000,138.3600000,139.5200000,138.3600000,139.0200000,27
20160810,000000,139.0000000,139.3300000,138.6100000,138.7200000,29
20160811,000000,138.6500000,139.9900000,138.6500000,139.9900000,8
20160812,000000,139.9800000,139.9800000,138.6300000,139.5000000,45
20160815,000000,139.7600000,139.7600000,139.1600000,139.5700000,16
20160816,000000,138.7500000,139.5000000,138.1000000,138.1000000,40
20160817,000000,137.9000000,138.4400000,137.4000000,138.2100000,38
20160818,000000,137.0600000,137.0600000,135.9200000,136.4400000,28
20160822,000000,136.3000000,137.2000000,136.3000000,137.0200000,28
20160823,000000,138.8000000,141.2300000,138.8000000,139.9500000,61
20160824,000000,138.5100000,139.7700000,138.5100000,139.5000000,47
20160825,000000,140.7500000,142.4000000,139.9500000,142.4000000,45
20160826,000000,144.9900000,145.8800000,143.7400000,145.5300000,76
20160829,000000,143.5900000,144.1900000,142.8500000,143.7000000,42
20160830,000000,144.5800000,144.6100000,142.1300000,143.3100000,43
20160831,000000,142.4100000,144.0000000,141.1500000,143.7500000,36
20160901,000000,143.8100000,144.3000000,142.9900000,144.2200000,37
20160902,000000,146.0400000,147.3100000,146.0400000,146.7000000,64
20160905,000000,149.8900000,150.0000000,148.7200000,149.2000000,50
20160906,000000,149.4800000,150.8800000,145.5500000,150.4200000,90
20160907,000000,155.4900000,155.4900000,153.0400000,153.0400000,75
20160908,000000,152.8000000,153.5600000,151.5200000,152.8700000,52
20160909,000000,150.9100000,152.1300000,150.9100000,151.9600000,23
20160912,000000,150.7100000,151.4000000,150.1100000,151.0000000,28
20160913,000000,149.5100000,150.6200000,149.5100000,149.5100000,24
20160914,000000,150.7400000,150.7500000,149.1100000,150.7500000,14
20160915,000000,148.5100000,149.0900000,148.0000000,149.0900000,26
20160916,000000,148.8000000,148.8000000,146.6400000,148.0600000,20
20160919,000000,149.7700000,149.7700000,148.1900000,148.5100000,52
20160920,000000,147.0300000,149.5100000,147.0300000,148.5200000,49
20160921,000000,150.7200000,150.7200000,150.0100000,150.2200000,18
20160922,000000,153.5100000,154.9800000,153.5100000,154.0000000,48
20160923,000000,150.5000000,151.7300000,150.0200000,151.7300000,22
20160926,000000,150.6100000,150.6100000,148.5100000,148.5100000,39
20160927,000000,147.7400000,148.9900000,147.0100000,147.0100000,38
20160928,000000,148.9900000,148.9900000,145.8200000,147.4700000,41
20160929,000000,148.4100000,148.9900000,145.5200000,148.5800000,27
20160930,000000,144.9200000,145.9000000,144.8300000,145.3300000,34
20161003,000000,148.0100000,149.0000000,147.7500000,148.1200000,36
20161004,000000,148.0000000,149.0000000,147.9100000,147.9100000,18
20161005,000000,146.6100000,148.1700000,145.5400000,148.1700000,35
20161006,000000,148.3100000,149.0000000,148.3000000,149.0000000,33
20161007,000000,148.3100000,148.3100000,148.3100000,148.3100000,17
20161010,000000,150.4100000,151.2500000,146.6300000,151.2500000,32
20161011,000000,151.1400000,151.9700000,151.0000000,151.2000000,33
20161012,000000,148.7100000,149.8000000,148.7100000,149.3400000,29
20161013,000000,145.5100000,146.6900000,145.5100000,145.5100000,21
20161014,000000,147.0100000,147.0100000,144.6400000,144.6400000,28
20161017,000000,146.9200000,146.9200000,146.0000000,146.2800000,30
20161018,000000,147.5000000,148.3600000,147.3700000,148.3600000,33
20161019,000000,148.1900000,149.5000000,148.1900000,148.4800000,44
20161020,000000,148.5000000,149.0000000,148.0100000,148.3000000,22
20161021,000000,149.0000000,149.9300000,145.9200000,148.0000000,43
20161024,000000,146.8200000,150.0000000,146.8200000,150.0000000,30
20161025,000000,150.0000000,152.7500000,148.1600000,151.3600000,29
20161026,000000,150.0000000,150.7000000,148.4400000,150.4100000,37
20161027,000000,152.0000000,152.0000000,149.0100000,149.4100000,33
20161028,000000,150.0000000,150.0000000,147.2400000,148.5000000,11
20161031,000000,147.4900000,149.9900000,146.7200000,147.6200000,29
20161101,000000,142.0100000,147.9900000,142.0100000,145.9600000,45
20161102,000000,143.2600000,143.3000000,142.1500000,142.1500000,17
20161103,000000,142.0000000,142.2400000,142.0000000,142.1100000,11
20161107,000000,141.9500000,143.9000000,141.9500000,142.0000000,10
20161108,000000,146.7700000,146.7700000,142.2500000,145.1100000,18
20161109,000000,149.8100000,151.4400000,149.8100000,151.0100000,17
20161110,000000,155.3300000,157.1600000,145.0100000,154.5000000,70
20161111,000000,154.0000000,154.0000000,148.2600000,148.9100000,81
20161114,000000,148.4300000,151.0000000,148.4300000,150.7000000,41
20161115,000000,149.0100000,152.9100000,149.0100000,150.1400000,29
20161116,000000,148.1900000,152.5500000,148.1900000,152.4900000,24
20161117,000000,149.2200000,150.4500000,149.2200000,150.0100000,11
20161118,000000,149.7800000,150.4000000,149.7800000,150.0000000,22
20161121,000000,151.0400000,153.2000000,151.0400000,153.2000000,25
20161122,000000,151.7300000,155.8800000,151.7300000,154.5100000,31
20161123,000000,155.0000000,155.0000000,149.0000000,154.7100000,26
20161124,000000,156.1600000,160.8000000,156.1600000,160.8000000,98
20161125,000000,159.8400000,159.8400000,159.6300000,159.6300000,19
20161128,000000,160.3600000,160.3600000,158.6100000,159.0300000,36
20161129,000000,156.8100000,159.2200000,156.8100000,156.8100000,44
20161130,000000,159.0000000,160.0000000,158.3500000,159.1800000,59
20161201,000000,160.0000000,160.8800000,156.8100000,156.8200000,43
20161202,000000,158.0100000,158.9500000,156.8300000,157.5500000,21
20161205,000000,162.4100000,162.9900000,162.3000000,162.4000000,20
20161206,000000,160.1700000,160.7900000,159.7400000,160.3700000,53
20161207,000000,160.0000000,160.5000000,159.2200000,160.2500000,36
20161208,000000,165.7100000,168.6800000,165.7100000,168.5000000,101
20161209,000000,168.4400000,169.9900000,168.4400000,169.9900000,51
20161212,000000,176.5800000,178.9200000,172.2800000,175.4000000,80
20161213,000000,175.1400000,177.0300000,171.5200000,176.6600000,71
20161214,000000,174.9900000,174.9900000,172.5100000,173.8100000,32
20161215,000000,171.5300000,174.0000000,171.5300000,173.8100000,47
20161216,000000,173.8900000,175.4000000,173.8900000,174.2200000,63
20161219,000000,174.5000000,175.1300000,174.4700000,174.5800000,43
20161220,000000,175.6100000,177.1800000,175.6000000,176.9400000,52
20161221,000000,176.5100000,177.0000000,175.5100000,175.5100000,42
20161222,000000,171.0200000,172.9900000,169.9500000,169.9500000,40
20161223,000000,168.3100000,171.3700000,168.3100000,171.3700000,20
20161226,000000,171.6100000,173.4200000,171.6000000,172.2800000,36
20161227,000000,171.6100000,171.9700000,171.6100000,171.8700000,21
20161228,000000,171.5300000,173.6900000,170.6200000,170.8000000,67
20161229,000000,172.0000000,173.6100000,170.5100000,171.5300000,56
20161230,000000,172.6000000,172.6000000,172.4200000,172.4200000,8
20170103,000000,179.6000000,181.2000000,178.6500000,180.8000000,20
20170104,000000,175.5000000,176.3800000,175.0800000,176.3800000,35
20170105,000000,172.5700000,172.5700000,171.7000000,171.8100000,21
20170106,000000,171.5500000,171.9900000,170.5100000,170.5100000,18
20170109,000000,169.0000000,169.0000000,168.3000000,168.3000000,14
20170110,000000,171.8000000,172.2500000,171.3000000,171.4100000,26
20170111,000000,168.7100000,170.0000000,168.6800000,168.6800000,19
20170112,000000,168.6500000,168.7200000,168.0900000,168.1100000,16
20170113,000000,165.4100000,165.9700000,163.5200000,165.9700000,50
20170116,000000,165.3100000,165.3100000,164.5800000,164.5900000,33
20170117,000000,164.7100000,166.0900000,164.7100000,166.0900000,28
20170118,000000,165.9500000,166.2200000,164.8400000,166.2200000,21
20170119,000000,164.7800000,165.9800000,164.7800000,165.9800000,17
20170120,000000,166.5000000,167.3000000,166.5000000,167.1100000,35
20170123,000000,165.8000000,166.3600000,165.8000000,166.3400000,5
20170124,000000,169.8000000,170.5800000,169.6200000,170.5800000,15
20170125,000000,170.3900000,170.3900000,169.8300000,169.8300000,26
20170126,000000,174.0000000,174.3900000,173.0300000,173.0700000,41
20170127,000000,176.4500000,177.8800000,176.0300000,176.7700000,19
20170130,000000,174.8700000,175.4900000,174.5100000,174.8500000,54
20170131,000000,174.2400000,174.2400000,172.4100000,172.4200000,28
20170201,000000,173.0000000,174.3500000,172.7400000,174.3500000,41
20170202,000000,172.4000000,172.8400000,172.1000000,172.1000000,21
20170203,000000,173.4000000,174.1000000,173.3100000,173.7000000,29
20170206,000000,172.2000000,173.9900000,172.0100000,172.7700000,36
20170207,000000,172.6400000,173.0000000,172.6100000,172.6100000,23
20170208,000000,172.0000000,172.0000000,170.4400000,171.4000000,40
20170209,000000,168.0300000,169.2100000,167.7000000,169.2100000,44
20170210,000000,166.0000000,166.5800000,165.0100000,166.5800000,21
20170213,000000,165.4900000,165.4900000,162.3700000,163.3300000,105
20170214,000000,162.1200000,163.3000000,162.1100000,162.1500000,26
20170215,000000,164.2200000,164.5000000,163.8000000,163.8000000,17
20170216,000000,165.2100000,166.6900000,165.2000000,166.6900000,31
20170217,000000,165.0400000,165.9300000,165.0300000,165.9300000,31
20170220,000000,165.1100000,165.2000000,165.0100000,165.1900000,24
20170221,000000,167.2000000,167.6900000,165.5000000,167.6900000,50
20170222,000000,165.7000000,165.9900000,164.8000000,164.8000000,18
20170224,000000,165.0000000,165.4800000,165.0000000,165.2000000,8
20170227,000000,162.9900000,162.9900000,160.8000000,160.9200000,74
20170228,000000,158.0400000,159.8000000,155.9000000,156.3800000,80
20170301,000000,159.2100000,160.3400000,158.7000000,160.0000000,73
20170302,000000,162.0100000,164.0000000,161.2000000,163.1300000,81
20170303,000000,164.9400000,164.9400000,163.2200000,164.7800000,27
20170306,000000,164.5700000,164.5700000,163.0300000,163.0300000,4
20170307,000000,160.2900000,160.9800000,159.4100000,160.9800000,9
20170309,000000,157.0000000,159.0400000,155.3500000,159.0400000,15
20170310,000000,157.5100000,159.0000000,155.4600000,157.4000000,43
20170313,000000,158.4400000,159.9900000,158.4400000,159.9700000,22
20170314,000000,159.9900000,159.9900000,155.7300000,157.0300000,53
20170315,000000,156.0100000,156.8500000,156.0100000,156.0900000,23
20170316,000000,157.9200000,158.7900000,157.9200000,158.7900000,32
20170317,000000,161.3800000,161.3800000,158.0200000,159.8500000,20
20170320,000000,163.0000000,165.5900000,161.6100000,165.5900000,20
20170321,000000,165.5900000,165.5900000,158.8200000,162.0000000,56
20170322,000000,160.5600000,162.3300000,160.5600000,162.2000000,36
20170323,000000,162.0700000,163.4200000,162.0700000,162.6000000,22
20170324,000000,164.2700000,165.4900000,164.2700000,164.4400000,18
20170327,000000,161.6300000,162.9600000,161.6200000,162.9600000,6
20170328,000000,162.7000000,163.3900000,162.2100000,163.3900000,28
20170329,000000,154.6600000,162.4500000,154.6600000,162.4500000,16
20170330,000000,162.8100000,163.6500000,162.6300000,163.6500000,37
20170331,000000,161.0000000,161.0000000,158.5300000,159.5900000,10
20170403,000000,160.7500000,161.8600000,160.7100000,160.8500000,57
20170404,000000,161.8200000,163.5000000,161.8200000,163.4300000,23
20170405,000000,167.1100000,168.2900000,167.1100000,167.1400000,44
20170406,000000,167.0100000,168.1300000,167.0100000,167.7700000,21
20170407,000000,160.9500000,161.3800000,160.5100000,161.3800000,17
20170410,000000,156.0500000,157.4000000,155.6500000,155.7200000,30
20170411,000000,156.5200000,157.1000000,155.7800000,155.7800000,24
20170412,000000,151.3100000,152.9900000,150.3000000,150.3000000,18
20170413,000000,150.7000000,151.0000000,150.5100000,150.5200000,29
20170414,000000,149.0100000,149.7900000,148.9200000,149.7900000,18
20170417,000000,152.7800000,153.6900000,152.5100000,153.6900000,21
20170418,000000,153.4100000,155.7400000,153.4000000,154.3000000,18
20170419,000000,153.9000000,153.9200000,153.8100000,153.8300000,8
20170420,000000,156.5100000,157.7600000,156.5100000,157.7600000,32
20170421,000000,159.2100000,160.7900000,158.7400000,158.8300000,35
20170424,000000,162.1600000,162.7000000,162.1600000,162.7000000,9
20170425,000000,161.9600000,162.7200000,161.9600000,162.5100000,23
20170426,000000,163.4100000,164.9000000,163.4000000,164.8100000,54
20170427,000000,164.2100000,164.6300000,160.8100000,164.3100000,24
20170428,000000,164.3100000,165.5600000,164.3000000,165.3000000,36
20170502,000000,167.7000000,167.7000000,162.2800000,166.1200000,79
20170503,000000,164.0100000,165.5600000,164.0100000,165.5600000,23
20170504,000000,164.3300000,165.4100000,164.3200000,165.4100000,15
20170505,000000,164.6200000,165.5000000,164.6200000,164.8300000,14
20170510,000000,169.1100000,170.1300000,169.1000000,169.8500000,36
20170511,000000,168.5200000,170.9700000,168.5100000,169.0200000,23
20170512,000000,168.7700000,168.7700000,167.0000000,168.0000000,22
20170515,000000,169.8600000,172.0000000,169.8600000,171.5500000,36
20170516,000000,170.8000000,170.9600000,170.7900000,170.8100000,18
20170517,000000,168.6200000,168.6200000,167.4300000,168.6100000,15
20170518,000000,164.7900000,166.5800000,164.7900000,166.5800000,18
20170519,000000,168.8100000,170.4100000,157.1300000,170.0000000,41
20170522,000000,168.3900000,168.4900000,168.0000000,168.0000000,14
20170523,000000,165.6200000,166.2000000,165.0400000,166.2000000,34
20170524,000000,164.8900000,164.8900000,163.4600000,164.7400000,10
20170525,000000,163.8800000,164.1700000,163.8500000,164.1700000,4
20170526,000000,161.3400000,161.8600000,160.6900000,160.6900000,26
20170529,000000,164.4400000,164.4400000,162.5400000,163.4500000,37
20170530,000000,162.3900000,162.3900000,161.2000000,161.2100000,22
20170531,000000,156.9900000,156.9900000,155.3900000,155.8600000,16
20170601,000000,153.5100000,153.5100000,152.6700000,153.0500000,38
20170602,000000,155.0800000,156.9500000,155.0800000,155.3900000,34
20170605,000000,154.4100000,155.3400000,154.4100000,154.8200000,23
20170606,000000,154.5300000,154.5300000,152.0300000,152.5100000,31
20170607,000000,153.5600000,153.9900000,151.9500000,152.8000000,28
20170608,000000,151.0500000,151.2200000,150.4400000,151.1000000,27
20170609,000000,151.9900000,151.9900000,150.5100000,151.8600000,28
20170613,000000,145.7100000,146.7100000,145.3700000,146.7100000,20
20170614,000000,144.9900000,144.9900000,143.6700000,144.9900000,3
20170615,000000,137.8500000,139.7500000,137.4200000,139.4400000,23
20170616,000000,141.0300000,141.3000000,139.1500000,141.0000000,48
20170619,000000,144.9900000,145.0000000,144.2500000,144.2600000,22
20170620,000000,145.9100000,145.9200000,143.7200000,145.0200000,24
20170621,000000,143.2500000,143.2700000,143.1700000,143.1700000,11
20170622,000000,144.5500000,144.8900000,144.1400000,144.7500000,9
20170623,000000,143.7800000,144.2500000,143.7800000,143.7900000,23
20170626,000000,143.7100000,144.4300000,135.0300000,144.1900000,78
20170627,000000,145.5300000,146.9900000,145.5300000,146.3700000,26
